id,city,title,original_url,review_count
69ccf66b-42e1-4876-b605-f931d8e64c3c,오사카,[이티켓] 오사카 간사이공항 라피트 왕복권 (쇼핑쿠폰 증정),https://www.myrealtrip.com/offers/49379,3341
dae6da37-4d92-416b-b4a1-026850c95847,후쿠오카,후쿠오카 버스투어 : 다자이후+유후인+유후인 료칸 하차 ok+금상고로케-저녁7시하차,https://experiences.myrealtrip.com/products/3421528,3313
705e4782-b7d1-4279-880c-c65de30141f2,타이페이,[100%출발! 10시/12시 예스진지] 대만 버스투어 한국어 가이드 시먼역/메인역,https://experiences.myrealtrip.com/products/3517326,3278
c7566141-8637-450f-a0e2-763462f4e3c9,프라하,[프라하] 야경투어 1위, 365, 투어 그리고 인생사진,https://experiences.myrealtrip.com/products/3419010,3230
63a89047-975b-4c07-b258-a53ec592dd8f,오사카,[e티켓] 오사카 메트로패스 (1일권/2일권),https://www.myrealtrip.com/offers/29530,3055
a7681f21-8a4e-4f68-ad23-e57acbea139f,괌,[별빛네컷 포함무료] 괌 별빛투어 (탕기슨비치) 괌조아 : 유일 별빛/은하수 4컷 포함,https://experiences.myrealtrip.com/products/3422262,2980
ba8da2b3-e2f7-41a6-97ee-c9233f208c11,로마,[이탈리아 남부 환상투어] 폼페이/소렌토/포지타노/아말피 코스트 (로마 출발/한국인가이드/전용버스),https://experiences.myrealtrip.com/products/3417730,2877
384dcc65-5c12-42c1-bb33-047f07e59b20,상하이,[상해] 상하이 디즈니랜드 입장권 - 실물 여권 지참 필수,https://www.myrealtrip.com/offers/31043,2814
1dc34469-8f0a-48d6-a246-8809e5306660,파리,[오르세 미술관 투어] 그림 읽어주는 친구와 함께하는 오르세 미술관,https://experiences.myrealtrip.com/products/3419356,2806
9d51e739-1601-49b0-9856-11f26a1b0266,오사카,[간사이 공항 수령] 오사카 주유패스 1일권 / 2일권,https://www.myrealtrip.com/offers/14589,2753
a8fcfba1-0422-4467-8af0-cd15db2a5598,로마,[맘마미아투어] 로마 바티칸 오전 반일투어 + 무선수신기 (성베드로 대성당 내부해설 포함),https://experiences.myrealtrip.com/products/3417725,2705
92d348a5-ab9f-4315-99d9-2e3df28d6824,로마,[로마 시내 투어] 지식가이드와 함께하는 로마 시내 버스 투어,https://experiences.myrealtrip.com/products/3410185,2633
73ccbb82-623e-4869-9831-526487e49e29,바르셀로나,[디자인유럽] 가우디 집중투어 / 반일투어 - 가우디의 걸작을 만나다. (택시/대중교통 이용),https://experiences.myrealtrip.com/products/3410190,2687
29219ea6-cf31-4e78-9e63-c7e1bc3d052d,타이페이,[100%출발! 10시20분 예스폭지+야경] 대만버스투어 시먼역/메인역 탑승&야시장 하차가능,https://experiences.myrealtrip.com/products/3517327,2611
d4e2b6ea-a0f0-4847-b249-c13644d0e200,방콕,방콕 공항 ↔ 방콕, 파타야 시내 픽업/샌딩(편도,차량당가격),https://experiences.myrealtrip.com/products/3514003,2529
e200cf71-919a-499f-8b5c-0bf28c771b49,마드리드,안나와친구::[프라도미술관 3시간 명품투어]행복한 그림여행 (최대7명 소수투어) 오전,오후,https://experiences.myrealtrip.com/products/3421542,2509
ae5b3c37-bf89-4e62-82a6-04751f67baea,밀라노,[베니스 야경투어] 마르코투어 베네치아 별밤투어🌟(원본 30장+@),https://experiences.myrealtrip.com/products/3430561,2490
7c8028b0-8d84-49d3-81ba-228dcecf9e88,타이페이,[9시50분/14시20분出인디고트래블]두부TEAM과 함께 예스진지S+폭포 버스 투어*,https://experiences.myrealtrip.com/products/3566138,2417
73f42b69-3d78-4372-bc91-f58055524c9a,비엔나,이정은의 로맨틱 크리스마스 비엔나,https://experiences.myrealtrip.com/products/3509066,2405
9906d62e-8707-4281-89ad-3e1b84034f6d,바르셀로나,[메멘토투어]고딕 뮤지컬 야경 워킹투어ㅣ구시가지 감성 심야라디오,https://experiences.myrealtrip.com/products/3410191,2384
